REGION,FUEL,TIMESLICE,YEAR,VALUE
REGION1,SKE2,S04B2,2059,0.077608024
REGION1,SKE2,S04B2,2060,0.077608024
REGION1,SKE2,S04B3,2015,0.013984871
REGION1,SKE2,S04B3,2016,0.013984871
REGION1,SKE2,S04B3,2017,0.013984871
REGION1,SKE2,S04B3,2018,0.013984871
REGION1,SKE2,S04B3,2019,0.013984871
REGION1,SKE2,S04B3,2020,0.013984871
REGION1,SKE2,S04B3,2021,0.013984871
REGION1,SKE2,S04B3,2022,0.013984871
REGION1,SKE2,S04B3,2023,0.013984871
REGION1,SKE2,S04B3,2024,0.013984871
REGION1,SKE2,S04B3,2025,0.013984871
REGION1,SKE2,S04B3,2026,0.013984871
REGION1,SKE2,S04B3,2027,0.013984871
REGION1,SKE2,S04B3,2028,0.013984871
REGION1,SKE2,S04B3,2029,0.013984871
REGION1,SKE2,S04B3,2030,0.013984871
REGION1,SKE2,S04B3,2031,0.013984871
REGION1,SKE2,S04B3,2032,0.013984871
REGION1,SKE2,S04B3,2033,0.013984871
REGION1,SKE2,S04B3,2034,0.013984871
REGION1,SKE2,S04B3,2035,0.013984871
REGION1,SKE2,S04B3,2036,0.013984871
REGION1,SKE2,S04B3,2037,0.013984871
REGION1,SKE2,S04B3,2038,0.013984871
REGION1,SKE2,S04B3,2039,0.013984871
REGION1,SKE2,S04B3,2040,0.013984871
REGION1,SKE2,S04B3,2041,0.013984871
REGION1,SKE2,S04B3,2042,0.013984871
REGION1,SKE2,S04B3,2043,0.013984871
REGION1,SKE2,S04B3,2044,0.013984871
REGION1,SKE2,S04B3,2045,0.013984871
REGION1,SKE2,S04B3,2046,0.013984871
REGION1,SKE2,S04B3,2047,0.013984871
REGION1,SKE2,S04B3,2048,0.013984871
REGION1,SKE2,S04B3,2049,0.013984871
REGION1,SKE2,S04B3,2050,0.013984871
REGION1,SKE2,S04B3,2051,0.013984871
REGION1,SKE2,S04B3,2052,0.013984871
REGION1,SKE2,S04B3,2053,0.013984871
REGION1,SKE2,S04B3,2054,0.013984871
REGION1,SKE2,S04B3,2055,0.013984871
REGION1,SKE2,S04B3,2056,0.013984871
REGION1,SKE2,S04B3,2057,0.013984871
REGION1,SKE2,S04B3,2058,0.013984871
REGION1,SKE2,S04B3,2059,0.013984871
REGION1,SKE2,S04B3,2060,0.013984871
REGION1,SKE2,S05B1,2015,0.024631258
REGION1,SKE2,S05B1,2016,0.024631258
REGION1,SKE2,S05B1,2017,0.024631258
REGION1,SKE2,S05B1,2018,0.024631258
REGION1,SKE2,S05B1,2019,0.024631258
REGION1,SKE2,S05B1,2020,0.024631258
REGION1,SKE2,S05B1,2021,0.024631258
REGION1,SKE2,S05B1,2022,0.024631258
REGION1,SKE2,S05B1,2023,0.024631258
REGION1,SKE2,S05B1,2024,0.024631258
REGION1,SKE2,S05B1,2025,0.024631258
REGION1,SKE2,S05B1,2026,0.024631258
REGION1,SKE2,S05B1,2027,0.024631258
REGION1,SKE2,S05B1,2028,0.024631258
REGION1,SKE2,S05B1,2029,0.024631258
REGION1,SKE2,S05B1,2030,0.024631258
REGION1,SKE2,S05B1,2031,0.024631258
REGION1,SKE2,S05B1,2032,0.024631258
REGION1,SKE2,S05B1,2033,0.024631258
REGION1,SKE2,S05B1,2034,0.024631258
REGION1,SKE2,S05B1,2035,0.024631258
REGION1,SKE2,S05B1,2036,0.024631258
REGION1,SKE2,S05B1,2037,0.024631258
REGION1,SKE2,S05B1,2038,0.024631258
REGION1,SKE2,S05B1,2039,0.024631258
REGION1,SKE2,S05B1,2040,0.024631258
REGION1,SKE2,S05B1,2041,0.024631258
REGION1,SKE2,S05B1,2042,0.024631258
REGION1,SKE2,S05B1,2043,0.024631258
REGION1,SKE2,S05B1,2044,0.024631258
REGION1,SKE2,S05B1,2045,0.024631258
REGION1,SKE2,S05B1,2046,0.024631258
REGION1,SKE2,S05B1,2047,0.024631258
REGION1,SKE2,S05B1,2048,0.024631258
REGION1,SKE2,S05B1,2049,0.024631258
REGION1,SKE2,S05B1,2050,0.024631258
REGION1,SKE2,S05B1,2051,0.024631258
REGION1,SKE2,S05B1,2052,0.024631258
REGION1,SKE2,S05B1,2053,0.024631258
REGION1,SKE2,S05B1,2054,0.024631258
REGION1,SKE2,S05B1,2055,0.024631258
REGION1,SKE2,S05B1,2056,0.024631258
REGION1,SKE2,S05B1,2057,0.024631258
REGION1,SKE2,S05B1,2058,0.024631258
REGION1,SKE2,S05B1,2059,0.024631258
REGION1,SKE2,S05B1,2060,0.024631258
REGION1,SKE2,S05B2,2015,0.076993927
REGION1,SKE2,S05B2,2016,0.076993927
REGION1,SKE2,S05B2,2017,0.076993927
REGION1,SKE2,S05B2,2018,0.076993927
REGION1,SKE2,S05B2,2019,0.076993927
REGION1,SKE2,S05B2,2020,0.076993927
REGION1,SKE2,S05B2,2021,0.076993927
REGION1,SKE2,S05B2,2022,0.076993927
REGION1,SKE2,S05B2,2023,0.076993927
REGION1,SKE2,S05B2,2024,0.076993927
REGION1,SKE2,S05B2,2025,0.076993927
REGION1,SKE2,S05B2,2026,0.076993927
REGION1,SKE2,S05B2,2027,0.076993927
REGION1,SKE2,S05B2,2028,0.076993927
REGION1,SKE2,S05B2,2029,0.076993927
REGION1,SKE2,S05B2,2030,0.076993927
REGION1,SKE2,S05B2,2031,0.076993927
REGION1,SKE2,S05B2,2032,0.076993927
REGION1,SKE2,S05B2,2033,0.076993927
REGION1,SKE2,S05B2,2034,0.076993927
REGION1,SKE2,S05B2,2035,0.076993927
REGION1,SKE2,S05B2,2036,0.076993927
REGION1,SKE2,S05B2,2037,0.076993927
REGION1,SKE2,S05B2,2038,0.076993927
REGION1,SKE2,S05B2,2039,0.076993927
REGION1,SKE2,S05B2,2040,0.076993927
REGION1,SKE2,S05B2,2041,0.076993927
REGION1,SKE2,S05B2,2042,0.076993927
REGION1,SKE2,S05B2,2043,0.076993927
REGION1,SKE2,S05B2,2044,0.076993927
REGION1,SKE2,S05B2,2045,0.076993927
REGION1,SKE2,S05B2,2046,0.076993927
REGION1,SKE2,S05B2,2047,0.076993927
REGION1,SKE2,S05B2,2048,0.076993927
REGION1,SKE2,S05B2,2049,0.076993927
REGION1,SKE2,S05B2,2050,0.076993927
REGION1,SKE2,S05B2,2051,0.076993927
REGION1,SKE2,S05B2,2052,0.076993927
REGION1,SKE2,S05B2,2053,0.076993927
REGION1,SKE2,S05B2,2054,0.076993927
REGION1,SKE2,S05B2,2055,0.076993927
REGION1,SKE2,S05B2,2056,0.076993927
REGION1,SKE2,S05B2,2057,0.076993927
REGION1,SKE2,S05B2,2058,0.076993927
REGION1,SKE2,S05B2,2059,0.076993927
REGION1,SKE2,S05B2,2060,0.076993927
REGION1,SKE2,S05B3,2015,0.01384963
REGION1,SKE2,S05B3,2016,0.01384963
REGION1,SKE2,S05B3,2017,0.01384963
REGION1,SKE2,S05B3,2018,0.01384963
REGION1,SKE2,S05B3,2019,0.01384963
REGION1,SKE2,S05B3,2020,0.01384963
REGION1,SKE2,S05B3,2021,0.01384963
REGION1,SKE2,S05B3,2022,0.01384963
REGION1,SKE2,S05B3,2023,0.01384963
REGION1,SKE2,S05B3,2024,0.01384963
REGION1,SKE2,S05B3,2025,0.01384963
REGION1,SKE2,S05B3,2026,0.01384963
REGION1,SKE2,S05B3,2027,0.01384963
REGION1,SKE2,S05B3,2028,0.01384963
REGION1,SKE2,S05B3,2029,0.01384963
REGION1,SKE2,S05B3,2030,0.01384963
REGION1,SKE2,S05B3,2031,0.01384963
REGION1,SKE2,S05B3,2032,0.01384963
REGION1,SKE2,S05B3,2033,0.01384963
REGION1,SKE2,S05B3,2034,0.01384963
REGION1,SKE2,S05B3,2035,0.01384963
REGION1,SKE2,S05B3,2036,0.01384963
REGION1,SKE2,S05B3,2037,0.01384963
REGION1,SKE2,S05B3,2038,0.01384963
REGION1,SKE2,S05B3,2039,0.01384963
REGION1,SKE2,S05B3,2040,0.01384963
REGION1,SKE2,S05B3,2041,0.01384963
REGION1,SKE2,S05B3,2042,0.01384963
REGION1,SKE2,S05B3,2043,0.01384963
REGION1,SKE2,S05B3,2044,0.01384963
REGION1,SKE2,S05B3,2045,0.01384963
REGION1,SKE2,S05B3,2046,0.01384963
REGION1,SKE2,S05B3,2047,0.01384963
REGION1,SKE2,S05B3,2048,0.01384963
REGION1,SKE2,S05B3,2049,0.01384963
REGION1,SKE2,S05B3,2050,0.01384963
REGION1,SKE2,S05B3,2051,0.01384963
REGION1,SKE2,S05B3,2052,0.01384963
REGION1,SKE2,S05B3,2053,0.01384963
REGION1,SKE2,S05B3,2054,0.01384963
REGION1,SKE2,S05B3,2055,0.01384963
REGION1,SKE2,S05B3,2056,0.01384963
REGION1,SKE2,S05B3,2057,0.01384963
REGION1,SKE2,S05B3,2058,0.01384963
REGION1,SKE2,S05B3,2059,0.01384963
REGION1,SKE2,S05B3,2060,0.01384963
REGION1,UKE2,S01B1,2015,0.040067191
REGION1,UKE2,S01B1,2016,0.040067191
REGION1,UKE2,S01B1,2017,0.040067191
REGION1,UKE2,S01B1,2018,0.040067191
REGION1,UKE2,S01B1,2019,0.040067191
REGION1,UKE2,S01B1,2020,0.040067191
REGION1,UKE2,S01B1,2021,0.040067191
REGION1,UKE2,S01B1,2022,0.040067191
REGION1,UKE2,S01B1,2023,0.040067191
REGION1,UKE2,S01B1,2024,0.040067191
REGION1,UKE2,S01B1,2025,0.040067191
REGION1,UKE2,S01B1,2026,0.040067191
REGION1,UKE2,S01B1,2027,0.040067191
REGION1,UKE2,S01B1,2028,0.040067191
REGION1,UKE2,S01B1,2029,0.040067191
REGION1,UKE2,S01B1,2030,0.040067191
REGION1,UKE2,S01B1,2031,0.040067191
REGION1,UKE2,S01B1,2032,0.040067191
REGION1,UKE2,S01B1,2033,0.040067191
REGION1,UKE2,S01B1,2034,0.040067191
REGION1,UKE2,S01B1,2035,0.040067191
REGION1,UKE2,S01B1,2036,0.040067191
REGION1,UKE2,S01B1,2037,0.040067191
REGION1,UKE2,S01B1,2038,0.040067191
REGION1,UKE2,S01B1,2039,0.040067191
REGION1,UKE2,S01B1,2040,0.040067191
REGION1,UKE2,S01B1,2041,0.040067191
REGION1,UKE2,S01B1,2042,0.040067191
REGION1,UKE2,S01B1,2043,0.040067191
REGION1,UKE2,S01B1,2044,0.040067191
REGION1,UKE2,S01B1,2045,0.040067191
REGION1,UKE2,S01B1,2046,0.040067191
REGION1,UKE2,S01B1,2047,0.040067191
REGION1,UKE2,S01B1,2048,0.040067191
REGION1,UKE2,S01B1,2049,0.040067191
REGION1,UKE2,S01B1,2050,0.040067191
REGION1,UKE2,S01B1,2051,0.040067191
REGION1,UKE2,S01B1,2052,0.040067191
REGION1,UKE2,S01B1,2053,0.040067191
REGION1,UKE2,S01B1,2054,0.040067191
REGION1,UKE2,S01B1,2055,0.040067191
REGION1,UKE2,S01B1,2056,0.040067191
REGION1,UKE2,S01B1,2057,0.040067191
REGION1,UKE2,S01B1,2058,0.040067191
REGION1,UKE2,S01B1,2059,0.040067191
REGION1,UKE2,S01B1,2060,0.040067191
REGION1,UKE2,S01B2,2015,0.140286291
REGION1,UKE2,S01B2,2016,0.140286291
REGION1,UKE2,S01B2,2017,0.140286291
REGION1,UKE2,S01B2,2018,0.140286291
REGION1,UKE2,S01B2,2019,0.140286291
REGION1,UKE2,S01B2,2020,0.140286291
REGION1,UKE2,S01B2,2021,0.140286291
REGION1,UKE2,S01B2,2022,0.140286291
REGION1,UKE2,S01B2,2023,0.140286291
REGION1,UKE2,S01B2,2024,0.140286291
REGION1,UKE2,S01B2,2025,0.140286291
REGION1,UKE2,S01B2,2026,0.140286291
REGION1,UKE2,S01B2,2027,0.140286291
REGION1,UKE2,S01B2,2028,0.140286291
REGION1,UKE2,S01B2,2029,0.140286291
REGION1,UKE2,S01B2,2030,0.140286291
REGION1,UKE2,S01B2,2031,0.140286291
REGION1,UKE2,S01B2,2032,0.140286291
REGION1,UKE2,S01B2,2033,0.140286291
REGION1,UKE2,S01B2,2034,0.140286291
REGION1,UKE2,S01B2,2035,0.140286291
REGION1,UKE2,S01B2,2036,0.140286291
REGION1,UKE2,S01B2,2037,0.140286291
REGION1,UKE2,S01B2,2038,0.140286291
REGION1,UKE2,S01B2,2039,0.140286291
REGION1,UKE2,S01B2,2040,0.140286291
REGION1,UKE2,S01B2,2041,0.140286291
REGION1,UKE2,S01B2,2042,0.140286291
REGION1,UKE2,S01B2,2043,0.140286291
REGION1,UKE2,S01B2,2044,0.140286291
REGION1,UKE2,S01B2,2045,0.140286291
REGION1,UKE2,S01B2,2046,0.140286291
REGION1,UKE2,S01B2,2047,0.140286291
REGION1,UKE2,S01B2,2048,0.140286291
REGION1,UKE2,S01B2,2049,0.140286291
REGION1,UKE2,S01B2,2050,0.140286291
REGION1,UKE2,S01B2,2051,0.140286291
REGION1,UKE2,S01B2,2052,0.140286291
REGION1,UKE2,S01B2,2053,0.140286291
REGION1,UKE2,S01B2,2054,0.140286291
REGION1,UKE2,S01B2,2055,0.140286291
REGION1,UKE2,S01B2,2056,0.140286291
REGION1,UKE2,S01B2,2057,0.140286291
REGION1,UKE2,S01B2,2058,0.140286291
REGION1,UKE2,S01B2,2059,0.140286291
REGION1,UKE2,S01B2,2060,0.140286291
REGION1,UKE2,S01B3,2015,0.026591931
REGION1,UKE2,S01B3,2016,0.026591931
REGION1,UKE2,S01B3,2017,0.026591931
REGION1,UKE2,S01B3,2018,0.026591931
REGION1,UKE2,S01B3,2019,0.026591931
REGION1,UKE2,S01B3,2020,0.026591931
REGION1,UKE2,S01B3,2021,0.026591931
REGION1,UKE2,S01B3,2022,0.026591931
REGION1,UKE2,S01B3,2023,0.026591931
REGION1,UKE2,S01B3,2024,0.026591931
REGION1,UKE2,S01B3,2025,0.026591931
REGION1,UKE2,S01B3,2026,0.026591931
REGION1,UKE2,S01B3,2027,0.026591931
REGION1,UKE2,S01B3,2028,0.026591931
REGION1,UKE2,S01B3,2029,0.026591931
REGION1,UKE2,S01B3,2030,0.026591931
REGION1,UKE2,S01B3,2031,0.026591931
REGION1,UKE2,S01B3,2032,0.026591931
REGION1,UKE2,S01B3,2033,0.026591931
REGION1,UKE2,S01B3,2034,0.026591931
REGION1,UKE2,S01B3,2035,0.026591931
REGION1,UKE2,S01B3,2036,0.026591931
REGION1,UKE2,S01B3,2037,0.026591931
REGION1,UKE2,S01B3,2038,0.026591931
REGION1,UKE2,S01B3,2039,0.026591931
REGION1,UKE2,S01B3,2040,0.026591931
REGION1,UKE2,S01B3,2041,0.026591931
REGION1,UKE2,S01B3,2042,0.026591931
REGION1,UKE2,S01B3,2043,0.026591931
REGION1,UKE2,S01B3,2044,0.026591931
REGION1,UKE2,S01B3,2045,0.026591931
REGION1,UKE2,S01B3,2046,0.026591931
REGION1,UKE2,S01B3,2047,0.026591931
REGION1,UKE2,S01B3,2048,0.026591931
REGION1,UKE2,S01B3,2049,0.026591931
REGION1,UKE2,S01B3,2050,0.026591931
REGION1,UKE2,S01B3,2051,0.026591931
REGION1,UKE2,S01B3,2052,0.026591931
REGION1,UKE2,S01B3,2053,0.026591931
REGION1,UKE2,S01B3,2054,0.026591931
REGION1,UKE2,S01B3,2055,0.026591931
REGION1,UKE2,S01B3,2056,0.026591931
REGION1,UKE2,S01B3,2057,0.026591931
REGION1,UKE2,S01B3,2058,0.026591931
REGION1,UKE2,S01B3,2059,0.026591931
REGION1,UKE2,S01B3,2060,0.026591931
REGION1,UKE2,S02B1,2015,0.021394585
REGION1,UKE2,S02B1,2016,0.021394585
REGION1,UKE2,S02B1,2017,0.021394585
REGION1,UKE2,S02B1,2018,0.021394585
REGION1,UKE2,S02B1,2019,0.021394585
REGION1,UKE2,S02B1,2020,0.021394585
REGION1,UKE2,S02B1,2021,0.021394585
REGION1,UKE2,S02B1,2022,0.021394585
REGION1,UKE2,S02B1,2023,0.021394585
REGION1,UKE2,S02B1,2024,0.021394585
REGION1,UKE2,S02B1,2025,0.021394585
REGION1,UKE2,S02B1,2026,0.021394585
REGION1,UKE2,S02B1,2027,0.021394585
REGION1,UKE2,S02B1,2028,0.021394585
REGION1,UKE2,S02B1,2029,0.021394585
REGION1,UKE2,S02B1,2030,0.021394585
REGION1,UKE2,S02B1,2031,0.021394585
REGION1,UKE2,S02B1,2032,0.021394585
REGION1,UKE2,S02B1,2033,0.021394585
REGION1,UKE2,S02B1,2034,0.021394585
REGION1,UKE2,S02B1,2035,0.021394585
REGION1,UKE2,S02B1,2036,0.021394585
REGION1,UKE2,S02B1,2037,0.021394585
REGION1,UKE2,S02B1,2038,0.021394585
REGION1,UKE2,S02B1,2039,0.021394585
REGION1,UKE2,S02B1,2040,0.021394585
REGION1,UKE2,S02B1,2041,0.021394585
REGION1,UKE2,S02B1,2042,0.021394585
REGION1,UKE2,S02B1,2043,0.021394585
REGION1,UKE2,S02B1,2044,0.021394585
REGION1,UKE2,S02B1,2045,0.021394585
REGION1,UKE2,S02B1,2046,0.021394585
REGION1,UKE2,S02B1,2047,0.021394585
REGION1,UKE2,S02B1,2048,0.021394585
REGION1,UKE2,S02B1,2049,0.021394585
REGION1,UKE2,S02B1,2050,0.021394585
REGION1,UKE2,S02B1,2051,0.021394585
REGION1,UKE2,S02B1,2052,0.021394585
REGION1,UKE2,S02B1,2053,0.021394585
REGION1,UKE2,S02B1,2054,0.021394585
REGION1,UKE2,S02B1,2055,0.021394585
REGION1,UKE2,S02B1,2056,0.021394585
REGION1,UKE2,S02B1,2057,0.021394585
REGION1,UKE2,S02B1,2058,0.021394585
REGION1,UKE2,S02B1,2059,0.021394585
REGION1,UKE2,S02B1,2060,0.021394585
REGION1,UKE2,S02B2,2015,0.07628787
REGION1,UKE2,S02B2,2016,0.07628787
REGION1,UKE2,S02B2,2017,0.07628787
REGION1,UKE2,S02B2,2018,0.07628787
REGION1,UKE2,S02B2,2019,0.07628787
REGION1,UKE2,S02B2,2020,0.07628787
REGION1,UKE2,S02B2,2021,0.07628787
REGION1,UKE2,S02B2,2022,0.07628787
REGION1,UKE2,S02B2,2023,0.07628787
REGION1,UKE2,S02B2,2024,0.07628787
REGION1,UKE2,S02B2,2025,0.07628787
REGION1,UKE2,S02B2,2026,0.07628787
REGION1,UKE2,S02B2,2027,0.07628787
REGION1,UKE2,S02B2,2028,0.07628787
REGION1,UKE2,S02B2,2029,0.07628787
REGION1,UKE2,S02B2,2030,0.07628787
REGION1,UKE2,S02B2,2031,0.07628787
REGION1,UKE2,S02B2,2032,0.07628787
REGION1,UKE2,S02B2,2033,0.07628787
REGION1,UKE2,S02B2,2034,0.07628787
REGION1,UKE2,S02B2,2035,0.07628787
REGION1,UKE2,S02B2,2036,0.07628787
REGION1,UKE2,S02B2,2037,0.07628787
REGION1,UKE2,S02B2,2038,0.07628787
REGION1,UKE2,S02B2,2039,0.07628787
REGION1,UKE2,S02B2,2040,0.07628787
REGION1,UKE2,S02B2,2041,0.07628787
REGION1,UKE2,S02B2,2042,0.07628787
REGION1,UKE2,S02B2,2043,0.07628787
REGION1,UKE2,S02B2,2044,0.07628787
REGION1,UKE2,S02B2,2045,0.07628787
REGION1,UKE2,S02B2,2046,0.07628787
REGION1,UKE2,S02B2,2047,0.07628787
REGION1,UKE2,S02B2,2048,0.07628787
REGION1,UKE2,S02B2,2049,0.07628787
REGION1,UKE2,S02B2,2050,0.07628787
REGION1,UKE2,S02B2,2051,0.07628787
REGION1,UKE2,S02B2,2052,0.07628787
REGION1,UKE2,S02B2,2053,0.07628787
REGION1,UKE2,S02B2,2054,0.07628787
REGION1,UKE2,S02B2,2055,0.07628787
REGION1,UKE2,S02B2,2056,0.07628787
REGION1,UKE2,S02B2,2057,0.07628787
REGION1,UKE2,S02B2,2058,0.07628787
REGION1,UKE2,S02B2,2059,0.07628787
REGION1,UKE2,S02B2,2060,0.07628787
REGION1,UKE2,S02B3,2015,0.009122385
REGION1,UKE2,S02B3,2016,0.009122385
REGION1,UKE2,S02B3,2017,0.009122385
REGION1,UKE2,S02B3,2018,0.009122385
REGION1,UKE2,S02B3,2019,0.009122385
REGION1,UKE2,S02B3,2020,0.009122385
REGION1,UKE2,S02B3,2021,0.009122385
REGION1,UKE2,S02B3,2022,0.009122385
REGION1,UKE2,S02B3,2023,0.009122385
REGION1,UKE2,S02B3,2024,0.009122385
REGION1,UKE2,S02B3,2025,0.009122385
REGION1,UKE2,S02B3,2026,0.009122385
REGION1,UKE2,S02B3,2027,0.009122385
REGION1,UKE2,S02B3,2028,0.009122385
REGION1,UKE2,S02B3,2029,0.009122385
REGION1,UKE2,S02B3,2030,0.009122385
REGION1,UKE2,S02B3,2031,0.009122385
REGION1,UKE2,S02B3,2032,0.009122385
REGION1,UKE2,S02B3,2033,0.009122385
REGION1,UKE2,S02B3,2034,0.009122385
REGION1,UKE2,S02B3,2035,0.009122385
REGION1,UKE2,S02B3,2036,0.009122385
REGION1,UKE2,S02B3,2037,0.009122385
REGION1,UKE2,S02B3,2038,0.009122385
REGION1,UKE2,S02B3,2039,0.009122385
REGION1,UKE2,S02B3,2040,0.009122385
REGION1,UKE2,S02B3,2041,0.009122385
REGION1,UKE2,S02B3,2042,0.009122385
REGION1,UKE2,S02B3,2043,0.009122385
REGION1,UKE2,S02B3,2044,0.009122385
REGION1,UKE2,S02B3,2045,0.009122385
REGION1,UKE2,S02B3,2046,0.009122385
REGION1,UKE2,S02B3,2047,0.009122385
REGION1,UKE2,S02B3,2048,0.009122385
REGION1,UKE2,S02B3,2049,0.009122385
REGION1,UKE2,S02B3,2050,0.009122385
REGION1,UKE2,S02B3,2051,0.009122385
REGION1,UKE2,S02B3,2052,0.009122385
REGION1,UKE2,S02B3,2053,0.009122385
REGION1,UKE2,S02B3,2054,0.009122385
REGION1,UKE2,S02B3,2055,0.009122385
REGION1,UKE2,S02B3,2056,0.009122385
REGION1,UKE2,S02B3,2057,0.009122385
REGION1,UKE2,S02B3,2058,0.009122385
REGION1,UKE2,S02B3,2059,0.009122385
REGION1,UKE2,S02B3,2060,0.009122385
REGION1,UKE2,S03B1,2015,0.075065704
REGION1,UKE2,S03B1,2016,0.075065704
REGION1,UKE2,S03B1,2017,0.075065704
REGION1,UKE2,S03B1,2018,0.075065704
REGION1,UKE2,S03B1,2019,0.075065704
REGION1,UKE2,S03B1,2020,0.075065704
REGION1,UKE2,S03B1,2021,0.075065704
REGION1,UKE2,S03B1,2022,0.075065704
REGION1,UKE2,S03B1,2023,0.075065704
REGION1,UKE2,S03B1,2024,0.075065704
REGION1,UKE2,S03B1,2025,0.075065704
REGION1,UKE2,S03B1,2026,0.075065704
REGION1,UKE2,S03B1,2027,0.075065704
REGION1,UKE2,S03B1,2028,0.075065704
REGION1,UKE2,S03B1,2029,0.075065704
REGION1,UKE2,S03B1,2030,0.075065704
REGION1,UKE2,S03B1,2031,0.075065704
REGION1,UKE2,S03B1,2032,0.075065704
REGION1,UKE2,S03B1,2033,0.075065704
REGION1,UKE2,S03B1,2034,0.075065704
REGION1,UKE2,S03B1,2035,0.075065704
REGION1,UKE2,S03B1,2036,0.075065704
REGION1,UKE2,S03B1,2037,0.075065704
REGION1,UKE2,S03B1,2038,0.075065704
REGION1,UKE2,S03B1,2039,0.075065704
REGION1,UKE2,S03B1,2040,0.075065704
REGION1,UKE2,S03B1,2041,0.075065704
REGION1,UKE2,S03B1,2042,0.075065704
REGION1,UKE2,S03B1,2043,0.075065704
REGION1,UKE2,S03B1,2044,0.075065704
REGION1,UKE2,S03B1,2045,0.075065704
REGION1,UKE2,S03B1,2046,0.075065704
REGION1,UKE2,S03B1,2047,0.075065704
REGION1,UKE2,S03B1,2048,0.075065704
REGION1,UKE2,S03B1,2049,0.075065704
REGION1,UKE2,S03B1,2050,0.075065704
REGION1,UKE2,S03B1,2051,0.075065704
REGION1,UKE2,S03B1,2052,0.075065704
REGION1,UKE2,S03B1,2053,0.075065704
REGION1,UKE2,S03B1,2054,0.075065704
REGION1,UKE2,S03B1,2055,0.075065704
REGION1,UKE2,S03B1,2056,0.075065704
REGION1,UKE2,S03B1,2057,0.075065704
REGION1,UKE2,S03B1,2058,0.075065704
REGION1,UKE2,S03B1,2059,0.075065704
REGION1,UKE2,S03B1,2060,0.075065704
REGION1,UKE2,S03B2,2015,0.317720619
REGION1,UKE2,S03B2,2016,0.317720619
REGION1,UKE2,S03B2,2017,0.317720619
REGION1,UKE2,S03B2,2018,0.317720619
REGION1,UKE2,S03B2,2019,0.317720619
REGION1,UKE2,S03B2,2020,0.317720619
REGION1,UKE2,S03B2,2021,0.317720619
REGION1,UKE2,S03B2,2022,0.317720619
REGION1,UKE2,S03B2,2023,0.317720619
REGION1,UKE2,S03B2,2024,0.317720619
REGION1,UKE2,S03B2,2025,0.317720619
REGION1,UKE2,S03B2,2026,0.317720619
REGION1,UKE2,S03B2,2027,0.317720619
REGION1,UKE2,S03B2,2028,0.317720619
REGION1,UKE2,S03B2,2029,0.317720619
REGION1,UKE2,S03B2,2030,0.317720619
REGION1,UKE2,S03B2,2031,0.317720619
REGION1,UKE2,S03B2,2032,0.317720619
REGION1,UKE2,S03B2,2033,0.317720619
REGION1,UKE2,S03B2,2034,0.317720619
REGION1,UKE2,S03B2,2035,0.317720619
REGION1,UKE2,S03B2,2036,0.317720619
REGION1,UKE2,S03B2,2037,0.317720619
REGION1,UKE2,S03B2,2038,0.317720619
REGION1,UKE2,S03B2,2039,0.317720619
REGION1,UKE2,S03B2,2040,0.317720619
REGION1,UKE2,S03B2,2041,0.317720619
REGION1,UKE2,S03B2,2042,0.317720619
REGION1,UKE2,S03B2,2043,0.317720619
REGION1,UKE2,S03B2,2044,0.317720619
REGION1,UKE2,S03B2,2045,0.317720619
REGION1,UKE2,S03B2,2046,0.317720619
REGION1,UKE2,S03B2,2047,0.317720619
REGION1,UKE2,S03B2,2048,0.317720619
REGION1,UKE2,S03B2,2049,0.317720619
REGION1,UKE2,S03B2,2050,0.317720619
REGION1,UKE2,S03B2,2051,0.317720619
REGION1,UKE2,S03B2,2052,0.317720619
REGION1,UKE2,S03B2,2053,0.317720619
REGION1,UKE2,S03B2,2054,0.317720619
REGION1,UKE2,S03B2,2055,0.317720619
REGION1,UKE2,S03B2,2056,0.317720619
REGION1,UKE2,S03B2,2057,0.317720619
REGION1,UKE2,S03B2,2058,0.317720619
REGION1,UKE2,S03B2,2059,0.317720619
REGION1,UKE2,S03B2,2060,0.317720619
REGION1,UKE2,S03B3,2015,0.062213866
REGION1,UKE2,S03B3,2016,0.062213866
REGION1,UKE2,S03B3,2017,0.062213866
REGION1,UKE2,S03B3,2018,0.062213866
REGION1,UKE2,S03B3,2019,0.062213866
REGION1,UKE2,S03B3,2020,0.062213866
REGION1,UKE2,S03B3,2021,0.062213866
REGION1,UKE2,S03B3,2022,0.062213866
REGION1,UKE2,S03B3,2023,0.062213866
REGION1,UKE2,S03B3,2024,0.062213866
REGION1,UKE2,S03B3,2025,0.062213866
REGION1,UKE2,S03B3,2026,0.062213866
REGION1,UKE2,S03B3,2027,0.062213866
REGION1,UKE2,S03B3,2028,0.062213866
REGION1,UKE2,S03B3,2029,0.062213866
REGION1,UKE2,S03B3,2030,0.062213866
REGION1,UKE2,S03B3,2031,0.062213866
REGION1,UKE2,S03B3,2032,0.062213866
REGION1,UKE2,S03B3,2033,0.062213866
REGION1,UKE2,S03B3,2034,0.062213866
REGION1,UKE2,S03B3,2035,0.062213866
REGION1,UKE2,S03B3,2036,0.062213866
REGION1,UKE2,S03B3,2037,0.062213866
REGION1,UKE2,S03B3,2038,0.062213866
REGION1,UKE2,S03B3,2039,0.062213866
REGION1,UKE2,S03B3,2040,0.062213866
REGION1,UKE2,S03B3,2041,0.062213866
REGION1,UKE2,S03B3,2042,0.062213866
